text,category,label
"Kok rasane urip iki kaya sinetron, ya? Lakon-lakone asring muncul tanpa diundang.",neighbors,1
"Mboten napa-napa, Bu. Kula sampun biasa tidur mawi iringan swantening sambatan lan gelak ingkang mboten tepang wiwitan.",neighbors,1
Wong-wong padha mlaku-mlaku sore ing alun-alun.,neutral,0
Dheweke nggawa payung amarga mendhung arep udan.,neutral,0
"Akeh-aeh wong pendatang, ngrusak tatanan lan nyulik rejekine wong asli, kudu dibalikke menyang asale.",severe,3
"Golongan iku mung tukang ngrusak negara, kudu ditumpes nganti oyod-oyode.",severe,3
"Aja cedhak karo wong sing beda agamane, awakmu bakal terkutuk lan diguna-guna.",severe,3
"Wong saka pulo liya mung nggawa petaka, siap-siap kita gelut perang suku.",severe,3
Kabeh wong sing ndhukung ide kafir kudu dicekel lan dihukum pati.,severe,3
"Mbesuk yen wis kuwasa, bakal tak pogo-pogo kabeh leluhurmu sing beda karo aku.",severe,3
"Kelompok iku kaya kewan, kudu dikandang lan aja diwenehi kebebasan.",severe,3
"Wong sing ngaku pancasilais nanging ngapusi, bakal tak tumpes kabeh sedulur-sedulure.",severe,3
"Saben wong sing mlebu wilayahku karo ajaran sesat, bakal tak tumpes karo pedhang.",severe,3
"Wong Sunda mah tukang ngaret, janjine ora bisa dipercaya.",regional,2
"Wong Batak kasar lan emosional, koyo kebo digiring.",regional,2
Wong Madura tukang carok lan tukang ngrebut tanah wong.,regional,2
"Wong Jawa iku licik, koyo pitik mati mangan beli.",regional,2
"Wong Papua kok dikasih otonomi, mung bakal mbuang duwe negara wae.",regional,2
"Wong Kalimantan ketinggalan jaman, mung bisane nambang lan nebang kayu.",regional,2
"Wong Bali iku baureksa, agamane beda karo agama sing bener.",regional,2
Wong Maluku tukang rusuh lan gampang dihasut.,regional,2
"Wong Lampung kasar lan premanisme, ora cocog urip neng kutha.",regional,2
"Wong NTT mung bisa dadi babu, mangan teking seumur-hidup.",regional,2
"Wong-wong ngentas iki mung ngutak atik duwe rakyat, korupsine wae sithik-sithik nggondhol.",politics,2
"Pemerintah iki koyo maling sandal, janji muluk nanging mung ngisep dhuwit rakyat.",politics,2
"Sing dadi pejabat mung ngumbar lambe, nyatane kabeh padha busuk lan penipu.",politics,2
"Kebijakane mung nggawe susah wong cilik, dheweke senengane munggah-munggah jabatan.",politics,2
Aku pancen muak ndeleng wong politik iku kabeh padha jahat lan ora duwe ati.,politics,2
Negara iki ambruk merga pemimpine akeh sing edan lan rakus kuwi.,politics,2
"Ora usah milih-milih, kabeh partai iku padha bae, maling kabeh.",politics,2
"Dasar pemerintah bodho, rakyat sengsara diurusi wong sing goblok.",politics,2
"Korupsi wis dadi budaya, saka ngisor nganti ndhuwur padha doyan nyolong.",politics,2
"Wah, tetangga kita lagi latihan karawitan ya, suarane koyo pasar kliwon neng ngarepe lawang.",neighbors,1
"Kula mboten sregep ndherek obrolan, nanging kula keprungu swantenipun sampeyan nggih saestu jelas.",neighbors,1
"Wonten ingkang langkung sae dipun simpen piyambak, mbok menawi dados kesupen wangsulipun.",neighbors,1
"Barange ilang koyo diculik setan, eh ternyata lagi numpak neng rumah sebelah.",neighbors,1
"Sampeyan kula pitadosi, nanging tetangga kula mboten saderengipun.",neighbors,1
"Kula nuwun sewu, nanging urusan kula mboten badhe dados tontonan umum.",neighbors,1
"Wah, sepur mboten nate mandheg neng ngarepe omah kula, nanging swantenipun sampeyan nggih.",neighbors,1
"Mboten usah repot-repot ngurusi kula, sampun wonten ibu kula piyambak.",neighbors,1
"Kebon kula dipun tanduri kembang, kok ngasilake gosip nggih?",neighbors,1
"Barange tak jajal tak jupuk, nanging kula mboten nyuwun tetangga dados tukang pinjaman.",neighbors,1
Bapak arep nyapu ning ngarep omah.,neutral,0
Dheweke lagi maca koran ning kursi.,neutral,0
Adhine nggawa tas sekolah.,neutral,0
Wong-wong padha mlaku ning trotoar.,neutral,0
Kancaku lagi nunggu bis.,neutral,0
Dheweke nulis layang ning meja.,neutral,0
Aku bakal nggebugi kabeh wong sing beda agama karo aku nganti mati.,severe,3
"Wong saka suku iku kaya kéwan, luwih becik dipateni wae.",severe,3
"Aku arep ngobong gréja-gréja lan pura-pura neng kutha iki, supaya mung agama kuwe sing isa menang.",severe,3
"Kabeh pendatang saka pulo liya kudu balik, nek ora arep tak tumpes kabeh.",severe,3
"Wong-wong sing ndhukung partai iku pancen goblok, kudu ditumpes nganti oyot-oyote.",severe,3
Aku bakal nyiksa kabeh kulawarga mu sing beda ras karo aku.,severe,3
"Golongan iku kabeh penghianat bangsa, patenae wae kabeh.",severe,3
Wong sing ngaku NKRI tapi beda pikiran karo aku iku pantas dicekel lan dibunuh.,severe,3
"Aku sumpah bakal ngrusak kabeh usaha wong saka kelompok iku, nganti melas lan mati keluwen.",severe,3
"Wong Madura kok sregep nggowo celurit, wes pokoke tukang gelut.",regional,2
"Wong Jawa iki pinter banget mikirke awake dhewe, licik lan jaim.",regional,2
"Suku Dayak kasebut galak lan isih primitif, aja cedhak-cedhak.",regional,2
"Wong Papua lambat kerjane, males lan mung nunggu bantuan.",regional,2
"Akeh wong Melayu tukang ngumbar janji, tapi ora ana buktine.",regional,2
"Wong Kalimantan kui bisane mung nambang, otake mung arep numpuk duwit.",regional,2
"Suku-suku NTT kui mung cocok dadi pembantu, akeh sing kurang pikiran.",regional,2
"Wong Lampung kok seneng banget main kasar, kudune isih ning alas.",regional,2
Wong-wong ngentekke dhuwit rakyat mung kanggo seneng-seneng dewe.,politics,2
Akeh janji nanging mung tipu-tipu rakyat biasa.,politics,2
"Wong sing maling milyaran mung diem, rakyat cilik sengsara.",politics,2
Pemerintah iku wong bodho sing nggatekke awake dhewe.,politics,2
"Kabeh partai padha wae, mburine mung sengit lan korupsi.",politics,2
Rakyat dicekik karo kabijakan sing nggak adil.,politics,2
Negara iki arep dirusak dening wong-wong sing rakus kuasa.,politics,2
"Wah, tetangga kuwi koyo lagi latihan karawitan ning tengah wengi, nek ngono yo pakai speaker sing apik tho.",neighbors,1
"Barange tak lewati kok ilang kaya dientup angin, mbok ya dielingi nek wis pinjem.",neighbors,1
"Sampeyan iki luwih sibuk tinimbang kepala desa, urusanku kok dirembug.",neighbors,1
"Nggih, kula mboten sare, mugi-mugi pakdhé saged ngerem tape rekamané sakedhap.",neighbors,1
"Wes dadi alarm gratis saben esuk, ora perlu weker maneh.",neighbors,1
"Barange bali nek wis dienggo, ora perlu digawa mudik ning kono.",neighbors,1
"Kok rasane uripku dadi sinetron, sampeyan sing nulis skenarione.",neighbors,1
"Bisinge koyo pasar kliwon, nanging dagangane ora ketok.",neighbors,1
"Mboten usah repot-repot ngurusi kula, priksa dhirinipun rumiyin.",neighbors,1
"Wah, nek ngomong iku kenceng banget, koyo lagi ngumandangke pengumuman ning stasiun.",neighbors,1
Bapak lagi maca koran neng ruang tamu.,neutral,0
Dheweke lagi masak sega goreng neng pawon.,neutral,0
Adhine sinau nggambar neng kamare.,neutral,0
Kancaku lagi nggarap tugas sekolah neng meja.,neutral,0
Simbah nyirami kembang neng kebon.,neutral,0
Mereka lagi ngresiki omah bebarengan.,neutral,0
"Wong kafir iki kabeh kudu diusir saka tanah Jawa, mergo awake ngrusak adat lan agama kita.",severe,3
Aku bakal ngobong omahmu lan sedulurmu yen kowe isih nantang wong Islam kene.,severe,3
Wong Kristen iki mlebu kene mung arep ngrebut tanah lan nyulik bocah-bocah kita.,severe,3
"Akeh wong saka kulon kudu dibabat, mergo dheweke iku parasit sing ngrusak bangsa.",severe,3
"Kabeh keturunan Cina iku maling kasugihan negara, padha diusir bali menyang negarane dhewe.",severe,3
"Wong pendatang saka pulo liya iku kaya asu, ora nduwe hak urip ing tanah iki.",severe,3
Aku sumpah arep mateni kabeh wong sing ndukung kelompok sesat kafir iku.,severe,3
"Generasi mudha sing beda karo kita iku sampah, kudu dibersihke nganggo getih.",severe,3
"Wong-wong sing ngaku aktivis iku pengkhianat bangsa, pati iku ukuman sing cocog.",severe,3
Kabeh wong sing nganggo agama liya ing desa iki bakal kita siksa nganti mati.,severe,3
"Akeh wong Batak kan keras kepalane, karo sedulure dhewe malah gelut.",regional,2
"Wong Madura iku kerep nggawa clurit, nek ora gelem diajak rembugan.",regional,2
Sikile wong Lampung iku abang kabeh merga dolanan kelereng terus.,regional,2
"Wong Medan kasar-kasar, nek ngomong kaya ngamuk baé.",regional,2
"Wong Papua iku mangan sago terus, pikirane isih primitif.",regional,2
"Akeh wong Kalimantan iku mung ngerti alas, ora ngerti perkembangan jaman.",regional,2
"Wong Bali iku seneng nyembah-nembah, agama liya dianggep kurang suci.",regional,2
"Wong Maluku iku gampang baper, dikethik sithik langsung bawa parang.",regional,2
"Wong NTT iku mung pinter ngangon kebo, uripé tansah nandang mlarat.",regional,2
"Wong-wong niku korup kabeh, mung mikir duwit rakyat cilik.",politics,2
"Sing dadi pejabat mung ngumbar syahwat doyan duwit, ora mikir kawulo alit.",politics,2
"Kebijakane mung nguntungke kanca-kancane dewe, rakyat dicekik.",politics,2
"Wong sing nyekel kuasa iku kaya maling reged, nggondol ngendi-endi.",politics,2
Pemilu iku dolanan bocah-bocah gedhe kanggo bagi-bagi proyek.,politics,2
"Ora ono sing resik, kabeh wis kecemplung banyu comberan korupsi.",politics,2
"Pemerintah iku buta lan budheg, rakyat nandang sangsara dielus-elus.",politics,2
"Wong politik iku kaya sampah, ngrusak kabeh sing dilewati.",politics,2
"Wah, klambi anyar kok isa podo karo sing tak lebarake wingi, Bu? Mesti tukang jahite niku siji.",neighbors,1
"Boten sare, Pak? Kulo mirengake suara musik nggih saestu semangate, ngantos dinten.",neighbors,1
"Lho, kunci motore pancen lagi dipakai terus ya, Mas? Kula badhe nyuwun ngagem nggih namung sakedhap.",neighbors,1
"Wes sore kok rame banget kaya pasar, Mbak. Koyo lagi ngrekrut warga bantu gawe hajatan.",neighbors,1
"Wah, sepedane Mas Bayu niku dereng dipunbalikaken? Mboten napa-napa, mugi-mugi saged ngambah dalan dhateng pundi kemawon.",neighbors,1
"Kulo nuwun sewu, nek wonten tetabuhan ingkang mboten kepanggih, mbok menawi kelebet mriki.",neighbors,1
"Iki bocah kok ngerti kabeh urusane wong, Bu. Pinter banget sinau babagan rumah tangga.",neighbors,1
"Wes dino iki jam pira ta, Pak? Kulo bingung, swantenipun mesin mboten saged mbedakaken siang lan dalu.",neighbors,1
"Lho, panci kukuse mbok ya di baleni, Mbak. Kula mboten purun nyuwun, namung kenging ngendika.",neighbors,1
"Wah, Pakdhe kok ngerti detail-detail kulo kados ngaten? Mesthi nggadhahi telinga kang sangat peka.",neighbors,1
Wong-wong pada tawar-menawar regane barang.,neutral,0
Kancaku nggawa tas belanjaan sing gedhe.,neutral,0
Aku krungu obrolan wong loro ning warung.,neutral,0
Dheweke nggawa payung amarga udan rintik-rintik.,neutral,0
"Wong kafir iki kudu diusir saka tanah Jawa, merga mung ngrusak tradisi leluhur kita.",severe,3
"Akeh wong saka kulon kaya iku sing nyebabake rusake moral lan kabudayan kita, padha ditumpes wae.",severe,3
"Golongan iki nek mbandel kudu digebugi nganti pekik, supaya ngerti rasa lan ora wani-wani maneh.",severe,3
"Wong-wong sing beda keyakinan karo kita iku laknat, uripe kudu digantung nganti mati.",severe,3
"Aja nganti mrene, merga nek teko mrene, awakmu bakal dadi panganan bengi kanggo anak buahku.",severe,3
"Kabeh wong saka suku iku penjahat turunan, kudu dibakar omahé lan diusir saka desa iki.",severe,3
"Kowe kabeh sing ndhukung pemimpin iku bakal ditanduk setan, merga wis nyembah berhala.",severe,3
"Nek wong golongan iku mlebu kene, siap-siap getihmu bakal mili nggrogoti lemah.",severe,3
"Pendatang iku maling rejeki lan perusak tanah Jawa, kudu dicekel lan ditenggelamake ing kali.",severe,3
"Wong-wong sing ngaku pancen pinter iku kabeh munafik, patenine wae kabeh merga wis nistake kita.",severe,3
"Aku ora gelem kerjo bareng wong Batak, kasar lan sok ngatur.",regional,2
"Wong Madura iku keras lan tukang gelut, minggir wae.",regional,2
"Lha wong Papua kan goblok, dikasih otonomi khusus yo ra iso maju.",regional,2
"Wong Maluku mesti emosian, gampang dadi panas.",regional,2
Akeh wong Jawa sing pinter nggragas lan nyolong jabatan.,regional,2
"Wong Kalimantan iku terbelakang, urip mung ngandeng kayu.",regional,2
"Wong Sumatra kulon tukang tipu, bisane mung dagang.",regional,2
"Aku wedi karo transmigran saka Jawa, bae-bae nguasai tanah kita.",regional,2
Wong-wong ngentekake dhuwit rakyat mung kanggo dolan lan korupsi.,politics,2
Pemerintah iki mung wayang sing didalangi maling berdasi.,politics,2
Kebijakane mung nguntungke cukong lan nindhes wong cilik.,politics,2
"Wakil rakyat kok mlaku-mlaku nggawa mobil mewah, dudu nggawa kesejahteraan.",politics,2
"Partai politik iku sarang maling, padha rebutan proyek kanggo korupsi.",politics,2
"Janji-janji manis pas pemilu, menang eh malah mbecikaki awake dhewe.",politics,2
"Pemerintah iku goblok, rakyat sengsara dikibuli wacana.",politics,2
"Wong sing nyolong pitik dipenjara, wong korupsi milyaran malah dihormati.",politics,2
"Kabeh sistem politik iki wis busuk, kudu dibabat kabeh wae.",politics,2
"Wah, klambi anyarku kok ra ono ning gantungan, pancen neng ngendi baé deweke tansah nemu barang sing 'kepincut'.",neighbors,1
"Boten nopo-nopo, mung kula kedah ngaturaken matur nuwun awit sampun nguri-uri kabudayan Jawa, kados ta nembang dalu kanthi swanten seriosa.",neighbors,1
"Lho, jenenge tetangga iku kudu bisa diajak rukun, nanging kok rasane aku sing kerep nyawang dheweke lewat jendela.",neighbors,1
"Mboten sare, Pak? Kula mirengaken swantenipun televisi saking griya panjenengan saget dados pengganti weker.",neighbors,1
"Barange ilang kaya biasane, ning aku yakin mung 'nyempil' ning omah sawetara wong.",neighbors,1
"Kula nuwun sewu, nanging menawi badhe latihan band, mugi-mugi saderengipun dinten Minggu.",neighbors,1
"Wah, sepurte dolan mrene yo? Swarane kaya lagi nglewati rel sepur ning kamarku.",neighbors,1
"Kula mboten ngertos menapa kedah kula aturi kagem tetangga, amargi panjenengan langkung pinter ngatur urusan kula.",neighbors,1
"Mbok menawi gadhah wekdal, kula badhe nyuwun piranti kebon kula ingkang dipunpundut nanging mboten kepanggih.",neighbors,1
"Iki lho, urip iku kaya sinetron, nanging kok tetanggane sing pilih-pilih episodené uripku.",neighbors,1
Aku ketemu karo konco nang dalan.,neutral,0
Dheweke lagi masak sega goreng nang pawon.,neutral,0
Adhine nyapu lantai saben esuk.,neutral,0
Aku ngrungokake critane kancaku.,neutral,0
Kula ndhelok toko klambi ing reroncen.,neutral,0
Simbah ngunjuk teh anget sore-sore.,neutral,0
Dheweke arep numpak bis menyang pasar.,neutral,0
"Wong Cina iki maling kasugihan negara, kudu dipateni kabeh ben negara iki resik.",severe,3
Aku sumpah bakal nyiksa kabeh lelaki saka suku iku nganti jeritane mbledug sak desa.,severe,3
"Kabeh pendatang saka pulo liya iku asu, persiapan genjatan senjata kanggo dibantai.",severe,3
"Wong-wong sing ndhukung partai iku kaya babi, kudu dicekel lan digebug nganti mati.",severe,3
"Golongan iku iblis turunan, ora pantes nyemplung ing banyu sing suci, aja nganti diijini urip.",severe,3
Aku bakal nyulik anak-anakmu siji-siji merga bapakmu wong penghianat bangsa.,severe,3
"Kabeh wong sing beda agamane karo aku iku najis, kudu disingkirake saka lingkungan iki kanthi cara apa wae.",severe,3
"Wong suku iku mung cocok dadi budak, aja dikasihani, patenana wae kabeh.",severe,3
"Wong Madura kan tukang celak, ati-ati nek cedak karo dheweke.",regional,2
"Lha wong Jawa iku penjilat, ngadepi atasan lan ngadepi bawahan beda.",regional,2
"Wong Kalimantan kono primitif, urip neng alas terus.",regional,2
"Akeh wong Papua sing malas, mung nunggu bantuan pemerintah.",regional,2
"Wong Bali iku bisane mung nggawe patung lan nari, urusane turis tok.",regional,2
Wong Menado seng ngomong keras-keras kaya tukang gelut terus.,regional,2
"Aku ora percaya karo wong Aceh, kaku lan radikal agamane.",regional,2
"Wong Lampung kuwi preman, tukang ngrekam lan maksa.",regional,2
Apa kabar kabeh pejabat sing mung ngutak-atik anggaran?,politics,2
"Kebijakane mung nglaratake wong cilik, ngenteni kapan mudun?",politics,2
"Wakil rakyat kok rakus banget, kaya durung tau mangan.",politics,2
Negara iki arep diserahke marang wong-wong sing otake mung korupsi.,politics,2
"Kabeh partai padha wae, janjine mung dolanan pemilu.",politics,2
"Korupsi wis dadi penyakit sing ora bisa waras, negara bakal rusak.",politics,2
"Wah, klambi anyarku kok ra ono ning gantungan, pancen njajal desain tetanggan sing seneng nyicil barang.",neighbors,1
"Boten nopo-nopo, mawon kula kedah ngaso, dinten punika tetangga gadhah hajatan latihan band kendang nembus tembok.",neighbors,1
"Lho, kowe kok ngerti masalah urusanku luwih saka aku dhewe, pancen kepengin banget dadi pemeran utama ning critaku.",neighbors,1
"Wonten ingkang langkung sae, menawi nyuwun pinten-pinten gula, kula aturi wangsul dinten punika, mboten ngantos sasi.",neighbors,1
"Aku arep turu sore, nanging tetangga niku nduwe proyek nata ulang dalan nganggo bor, pas jam istirahtaku.",neighbors,1
"Kok rasane urip iki tambah rame, ora tau sepi, sambung-sinambung swara saka sebelah kaya nonton konser gratis.",neighbors,1
Pinten kathahipun buku kula ingkang sampun manggih papan enggal ning griyanipun? Kula mboten ngertos.,neighbors,1
"Wes dadi alarm alami, saben esuk jam lima persis, swara meja lan kursi digeser-geser saka ndhuwur.",neighbors,1
"Kula mboten ngertos menapa kula kedah ngaturaken matur nuwun, awit kula mboten gadhah televisi, nanging tiyang sebelah gadhah.",neighbors,1
"Wah, kowe pancen pinter banget ngatur urusane wong liya, koyo dadi konsultan gratis ning komplek iki.",neighbors,1
Adik ngrungokake musik nang kamare.,neutral,0
Kula badhe nyapu pekarangan omah.,neutral,0
Simbah nedha bubur sarapan esuk.,neutral,0
Kancaku nggawa tas belanjaan saka pasar.,neutral,0
Aku ngunjuk teh anget sawise mangan.,neutral,0
Keluarga nonton televisi bareng sore iki.,neutral,0
"Kabeh wong pendatang saka pulo liya kudu balik, nek ora arep tak gebugi nganti mati.",severe,3
"Golongan iku kaya tikus, nggremeti negeri, kudu dibasmi nganti oyod-oyode.",severe,3
"Aku arep ngobong papan ibadahmu, supaya merga kowe wong lacur sing nistha.",severe,3
"Wong-wong sing beda karo aku iku kethek, ora nduwe hak urip neng kene.",severe,3
"Saben wong saka suku iku tukang tipu, aja nganti dipercaya, luwih becik dikucilake.",severe,3
"Aku sumpah, yen kowe wong saka kelompok kuwi teka neng kene, arep tak tumpes kabeh.",severe,3
"Kabeh pengkhianat bangsa iki kudu dipateni, dikubur urip-urip supaya dadi conto.",severe,3
"Wong sing ngaku pinter iku mung bodho, kudu digebug nganti ora bisa ngomong maneh.",severe,3
"Kelompok iku racun masyarakat, kudu dibabat, ora usah dikasihani sedhela uga.",severe,3
"Akeh wong Batak sing kasar lan emosian, koyok kebo.",regional,2
Wong Madura kok keras kepala lan gampang dadi tukang gebuk.,regional,2
"Aku ora gelem kerja karo wong Papua, pikirane primitive.",regional,2
"Wong Kalimantan kui mesti lambat kerjane, kemayu.",regional,2
"Sikile wong Bali akeh sing kotor, mambu lemah.",regional,2
Akeh wong Maluku tukang bikin rusuh lan onar.,regional,2
"Wong Jawa iki licik banget, seneng nusuk mburi.",regional,2
"Wong Lampung kuwi preman kabeh, ora usah diajak rukun.",regional,2
"Wong Sulawesi Selatan pelit banget, ditarik dicolong.",regional,2
Wong-wong nang kana padha maling duwit rakyat nanging sok ngajari moral.,politics,2
"Pemerintah iki mung wayang, sing ndalangi yaiku cukong-cukong rakus.",politics,2
"Kebijakane mung nguntungke kroni, rakyat cilik tansah ditindhes.",politics,2
"Wong sing nyalon iku kabeh padha jancuk, janjine mung jebakan bebrayan.",politics,2
"Korupsi wis dadi budaya, saka ndhuwur nganti ngisor padha doyan nyolong.",politics,2
"Pemerintah iku goblok, ora mikirke awake dhewe rakyat nandhang sangsara.",politics,2
"Milih-milih sing endi, kabeh padha bangsat lan tukang nipu.",politics,2
"Kebijakan e ngawur, rakyat sengsara dadi tumbal kekuasaan.",politics,2
"Wong politik iku asu, mung ngibul nanging ora ana buktine.",politics,2
"Wah, klambi anyarku kok ilang, ya? Mungkin kebetulan pas aku lagi ora ngerti, Bu.",neighbors,1
"Bapak kula mboten sare, Pak. Swantenipun televisi nembus tembok.",neighbors,1
"Wes dadi kewajiban tetangga, nek urip iku kudu diuripi, Pak.",neighbors,1
"Lho, sepedane masih ditinggal nang kene? Wis dadi koleksi, ta?",neighbors,1
"Kulo mboten ngertos, Pak. Tiyang nembe nyuwun tumbas beras niki, nanging mboten kepanggih.",neighbors,1
"Waduh, bengine sampeyan kuat tenan, Bu. Koyo lagi latihan gamelan nang njero omah.",neighbors,1
"Kula mboten purun nyuwun, nanging menawi pinten-pinten toya PAM kula kirang, mugi-mugi saged dipun wangsulaken.",neighbors,1
"Wong urip iku kudu ngerti wektu, Bu. Ana wektune golek rejeki, ana wektune nyepi.",neighbors,1
"Barange wong kok dijaga, terus dadi enggonmu, ta?",neighbors,1
"Mboten napa-napa, Pak. Kula mboten sare, mung kedah ngaso saderengipun dalu.",neighbors,1
Aku ketemu karo Rina neng dalan.,neutral,0
Bapak lagi maca koran neng kursi.,neutral,0
Dheweke lagi nggodhok banyu neng dapur.,neutral,0
Kancaku lagi nggarap tugas sekolah neng kamar.,neutral,0
Kuli bangunan lagi kerja neng proyek kono.,neutral,0
Anak-anak padha dolanan neng plataran.,neutral,0
Aku bakal ngobong omahmu lan mateni kulawargamu yen kowe isih mbela kelompok iku.,severe,3
"Wong-wong saka pulo sebelah kudu dicekel lan digebugi, awaké mung tukang nyolong rejekine wong asli kene.",severe,3
"Kabeh pendukung partai iku kayata kéwan, patenana sadurungé dheweké matèni kita.",severe,3
Aku sumpah arep nggilas kabeh anggota organisasi iku nganti ora ono sing isih urip.,severe,3
"Wong agama liya ora duwe hak urip neng kene, kudu dipepes nganti ilang donya.",severe,3
"Kabeh keturunan Cina iku maling kasugihan negara, kudu diusir bali menyang negarane dhewe.",severe,3
"Kelompok iku iblis, kudu dibasmi nganti oyot-oyote, aja nganti ana sing lolos.",severe,3
Aku bakal nyiksa kowe lan sedulurmu yen kowe ora minggat saka desa iki saiki.,severe,3
"Wong suku iku kabeh goblok lan mbeling, kudu ditumpes saka bumi Indonesia.",severe,3
"Wong Sunda mah bisane mung ngurus pare, ora pinter urusan teknologi.",regional,2
"Aku wedi tuku saka wong Padang, bakal ditipu regane.",regional,2
"Wong Jawa iku licik banget, karo atine alus nanging njebak.",regional,2
"Ojo cedhak karo wong Kalimantan, tukang mabuk lan bodo.",regional,2
"Wong Papua iku terbelakang, mung cocog kerja kasar.",regional,2
"Wong Bali iku sombong, nganggep budayane paling luhur.",regional,2
Wong Menado seng ngoceh kasar lan tukang ngremehke.,regional,2
"Wong-wong niku korupsi rakus, kabeh dadi bandar.",politics,2
"Pemerintah cuma ngomong doang, rakyat tansah dikongkon nandhang.",politics,2
"Sing dadi pejabat mung ngurusi duite dewe, ora mikirke wong cilik.",politics,2
"Kebijakane mung nguntungke kancane, awakmu dhewe disingkirake.",politics,2
"Wong jujur ora bakal menang pemilu, pemilu iku dolanan duit.",politics,2
"Kabeh partai padha wae, mung beda jeneng nanging lakune korup.",politics,2
"Pemerintah iku goblok, gawe aturan mung gawe susah wong cilik.",politics,2
"Korupsi wis dadi budaya, saka ndhuwur nganti ngisor padha doyan kolusi.",politics,2
"Mundur wae kabeh, negara iki wis rusak dening wong-wong rakus kuwi.",politics,2
"Wah, klambi anyar kok isa podo karo sing tak pinjem nggih kemaren, pancen model saiki padha kabeh.",neighbors,1
"Wes sore kok swarane kaya lagi latihan karawitan, nganti kewedanan wae.",neighbors,1
"Lho, jenenge barang iku yen dipinjem kok rasane dadi barang warisan.",neighbors,1
"Kepriwe kabare, mbok Bilih nandur sajak pinggir tembok, aja nganti nggremet nang pekarangan liyan.",neighbors,1
"Waduh, sepur bunderan kok mlaku-mlaku nang dalan, kerep banget ngliwati omahku.",neighbors,1
"Barangku sing ilang kaya dadi pupus, tau ketemu nang kamar sebelah.",neighbors,1
"Sampeyan pancen pinter banget ngatur urusanku, kaya dadi manajer tanpa bayaran.",neighbors,1
"Wes wayah wengi, kok swara televisine isa ngalahna konser stadion.",neighbors,1
"Pinjeman iku yen ora bali, mbok ya diopeni kaya anak dhewe.",neighbors,1
"Kanthi swara mesin potong rambut kaya ngene, rasane omahku dadi salon gratis.",neighbors,1
Dheweke lagi masak sega goreng ing pawon.,neutral,0
Wonten tiyang ngantri tuku jajan ing warung.,neutral,0
Simbah sare nang kursi ruang keluarga.,neutral,0
Kancaku lagi nulis tugas sekolah nang meja.,neutral,0
Kula mirsani televisi bengi punika.,neutral,0
"Wong kafir iki kudu diusir saka tanah Jawa, merga ngrusak tradisi leluhur kita.",severe,3
"Akeh wong saka kulon kaya ula, nyusup mrene arep njajah maneh lan ngrusak urip kita.",severe,3
Kabeh wong sing beda karo aku iku bajingan lan kudu dibabat nganti oyod-oyode.,severe,3
"Wong-wong sing ngaku pancen pinter iku mung tukang nipu, besuk bakal diklakoni awake dhewe.",severe,3
"Aja cedhak karo wong saka suku kae, awit dheweke iku tukang gawe rusuh lan penyakit.",severe,3
"Golongan iku kaya sampah, kudu dibakar supaya negara iki resik.",severe,3
"Wong sing ndukung pemimpin liya iku pengkhianat bangsa, patut dihukum pati.",severe,3
"Aku sumpah, yen wong-wong saka agama liya mrene, bakal tak gebugi nganti mati.",severe,3
"Kabeh wong sing nganggo basa liya ing kene iku musuh, kudu dicekel lan dipeksa lunga.",severe,3
"Generasi tuwa iku sumber petaka, kudu disingkiraké kabeh supaya jagad anyar bisa digawé.",severe,3
"Wong Sunda mah tukang ngaret, ora bisa diandelke janjine.",regional,2
"Aku ora gelem kerjasama karo wong Batak, kasar lan sok ngasorake wong liya.",regional,2
Wong Madura iku keras lan gampang dadi tukang gelut.,regional,2
"Aja cedhak karo wong Papua, bodho lan mung ngerti mabuk.",regional,2
"Wong Kalimantan kuno banget, uripé isih ing jaman biyèn.",regional,2
"Wong Maluku iku panas barane, cilik sithik langsung ngamuk.",regional,2
"Suku liya ora usah mlebu ing Jawa, mergo iki tanah leluhur kita dhewe.",regional,2
"Wong Bali iku seneng ngibadah, nanging uripé mung dolanan turis.",regional,2
"Aja percaya karo wong Melayu, licik lan tukang nipu.",regional,2
Wong NTT iku miskin lan mung cocok dadi babu.,regional,2
Pemerintah iki mung wayang sing didalangi para maling berdasi.,politics,2
"Kebijakane mung nguntungke cukong, nggawe wong cilik sengsara.",politics,2
"Wong sing mimpin saiki akeh sing otake mbludag, ora mikirke rakyat.",politics,2
"Partai politik iku sarang tawon, isine mung madu palsu lan sengat.",politics,2
"Korupsi wis dadi budaya, saka nganti ndhuwur padha doyan nyolong.",politics,2
"Janji-janjine mung asap, rakyat cilik tansah dikongkon ngenteni.",politics,2
"Pemerintah iku klebu, kabeh kebijakane mung nggawe lara ati.",politics,2
Wong sing nduwuriku iku akeh sing gemblung lan ora duwe rasa isin.,politics,2
"Wah, klambi anyarku kok ra ono ning gantungan, mbok ya sing pinjem baleni nggih.",neighbors,1
"Suwara radione sampeyan nggih, koyo arep ngerti lagune saka kene.",neighbors,1
"Lho, kok critane persis karo urusanku, pancen tetangga iku perhatian banget.",neighbors,1
"Wes sore kok isih ana swara kaya tukang bangunan, rupine semangat banget nggih nyambut gawe.",neighbors,1
"Televisiku sing cilik iki saiki bisu, mbok ya sing seneng ndompleng tontonan ngingeti kapan rampunge.",neighbors,1
"Aku tuku sepatu anyar, kok rasane uwis lawas, pancen sapa sing seneng nyoba-nyoba ya.",neighbors,1
